seqname,source,feature,start,end,score,strand,frame,CCDS,basic,ccds_id,cds_end_NF,cds_start_NF,exon_id,exon_number,exon_version,gene_biotype,gene_id,gene_name,gene_source,gene_version,mRNA_end_NF,mRNA_start_NF,protein_id,protein_version,seleno,transcript_biotype,transcript_id,transcript_name,transcript_source,transcript_support_level,transcript_version
1,havana,exon,494992,495049,.,-,.,,,,,,ENSE00003328882,4,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000616311,AL732372.2-213,havana,5 (assigned to previous version 4),5
1,havana,exon,494771,494898,.,-,.,,,,,,ENSE00001798174,5,2,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000616311,AL732372.2-213,havana,5 (assigned to previous version 4),5
1,havana,transcript,497134,498456,.,-,.,,,,,,,,,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000599771,AL732372.2-214,havana,5,6
1,havana,exon,498399,498456,.,-,.,,,,,,ENSE00001601447,1,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000599771,AL732372.2-214,havana,5,6
1,havana,exon,498073,498305,.,-,.,,,,,,ENSE00001760542,2,2,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000599771,AL732372.2-214,havana,5,6
1,havana,exon,497134,497299,.,-,.,,,,,,ENSE00003062243,3,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000599771,AL732372.2-214,havana,5,6
1,havana,transcript,497205,502598,.,-,.,,,,,,,,,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641845,AL732372.2-215,havana,,1
1,havana,exon,502465,502598,.,-,.,,,,,,ENSE00003813663,1,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641845,AL732372.2-215,havana,,1
1,havana,exon,502187,502243,.,-,.,,,,,,ENSE00003812333,2,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641845,AL732372.2-215,havana,,1
1,havana,exon,501556,501620,.,-,.,,,,,,ENSE00003186556,3,2,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641845,AL732372.2-215,havana,,1
1,havana,exon,498399,498456,.,-,.,,,,,,ENSE00001601447,4,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641845,AL732372.2-215,havana,,1
1,havana,exon,498073,498305,.,-,.,,,,,,ENSE00001760542,5,2,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641845,AL732372.2-215,havana,,1
1,havana,exon,497205,497228,.,-,.,,,,,,ENSE00003813098,6,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641845,AL732372.2-215,havana,,1
1,havana,transcript,497210,502873,.,-,.,,,,,,,,,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641916,AL732372.2-216,havana,,1
1,havana,exon,502465,502873,.,-,.,,,,,,ENSE00003811762,1,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641916,AL732372.2-216,havana,,1
1,havana,exon,501556,501620,.,-,.,,,,,,ENSE00003186556,2,2,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641916,AL732372.2-216,havana,,1
1,havana,exon,498399,498456,.,-,.,,,,,,ENSE00001601447,3,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641916,AL732372.2-216,havana,,1
1,havana,exon,497210,497299,.,-,.,,,,,,ENSE00003812605,4,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641916,AL732372.2-216,havana,,1
1,havana,transcript,497240,499002,.,-,.,,,,,,,,,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000601486,AL732372.2-217,havana,5,5
1,havana,exon,498684,499002,.,-,.,,,,,,ENSE00003097839,1,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000601486,AL732372.2-217,havana,5,5
1,havana,exon,498399,498456,.,-,.,,,,,,ENSE00001601447,2,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000601486,AL732372.2-217,havana,5,5
1,havana,exon,498047,498305,.,-,.,,,,,,ENSE00003063936,3,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000601486,AL732372.2-217,havana,5,5
1,havana,exon,497240,497299,.,-,.,,,,,,ENSE00003045569,4,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000601486,AL732372.2-217,havana,5,5
1,havana,transcript,497245,502598,.,-,.,,,,,,,,,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641579,AL732372.2-218,havana,,1
1,havana,exon,502465,502598,.,-,.,,,,,,ENSE00003813663,1,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641579,AL732372.2-218,havana,,1
1,havana,exon,501556,501620,.,-,.,,,,,,ENSE00003186556,2,2,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641579,AL732372.2-218,havana,,1
1,havana,exon,498399,498456,.,-,.,,,,,,ENSE00001601447,3,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641579,AL732372.2-218,havana,,1
1,havana,exon,498073,498305,.,-,.,,,,,,ENSE00001760542,4,2,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641579,AL732372.2-218,havana,,1
1,havana,exon,497245,497299,.,-,.,,,,,,ENSE00003772014,5,2,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641579,AL732372.2-218,havana,,1
1,havana,transcript,497275,498976,.,-,.,,,,,,,,,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000616947,AL732372.2-219,havana,2,2
1,havana,exon,498399,498976,.,-,.,,,,,,ENSE00003748817,1,2,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000616947,AL732372.2-219,havana,2,2
1,havana,exon,497275,497299,.,-,.,,,,,,ENSE00003771994,2,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000616947,AL732372.2-219,havana,2,2
1,havana,transcript,498281,499175,.,-,.,,,,,,,,,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000432964,AL732372.2-220,havana,3,1
1,havana,exon,498684,499175,.,-,.,,,,,,ENSE00001736043,1,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000432964,AL732372.2-220,havana,3,1
1,havana,exon,498399,498456,.,-,.,,,,,,ENSE00001601447,2,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000432964,AL732372.2-220,havana,3,1
1,havana,exon,498281,498305,.,-,.,,,,,,ENSE00001803078,3,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000432964,AL732372.2-220,havana,3,1
1,havana,transcript,498984,501607,.,-,.,,,,,,,,,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000608420,AL732372.2-221,havana,5,1
1,havana,exon,501556,501607,.,-,.,,,,,,ENSE00003709813,1,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000608420,AL732372.2-221,havana,5,1
1,havana,exon,498984,499369,.,-,.,,,,,,ENSE00003708499,2,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000608420,AL732372.2-221,havana,5,1
1,havana,transcript,501588,517252,.,-,.,,,,,,,,,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641303,AL732372.2-222,havana,,1
1,havana,exon,517185,517252,.,-,.,,,,,,ENSE00003813716,1,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641303,AL732372.2-222,havana,,1
1,havana,exon,514359,514423,.,-,.,,,,,,ENSE00003812097,2,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641303,AL732372.2-222,havana,,1
1,havana,exon,504980,505103,.,-,.,,,,,,ENSE00003812904,3,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641303,AL732372.2-222,havana,,1
1,havana,exon,502862,502955,.,-,.,,,,,,ENSE00003813384,4,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641303,AL732372.2-222,havana,,1
1,havana,exon,501588,501620,.,-,.,,,,,,ENSE00003812612,5,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641303,AL732372.2-222,havana,,1
1,havana,transcript,501604,517225,.,-,.,,,,,,,,,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641063,AL732372.2-223,havana,,1
1,havana,exon,517156,517225,.,-,.,,,,,,ENSE00003812919,1,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641063,AL732372.2-223,havana,,1
1,havana,exon,514359,514423,.,-,.,,,,,,ENSE00003812097,2,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641063,AL732372.2-223,havana,,1
1,havana,exon,504980,505103,.,-,.,,,,,,ENSE00003812904,3,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641063,AL732372.2-223,havana,,1
1,havana,exon,502465,502661,.,-,.,,,,,,ENSE00003814243,4,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641063,AL732372.2-223,havana,,1
1,havana,exon,501604,501620,.,-,.,,,,,,ENSE00003814035,5,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641063,AL732372.2-223,havana,,1
1,havana,transcript,504470,514413,.,-,.,,,,,,,,,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641049,AL732372.2-224,havana,,1
1,havana,exon,514359,514413,.,-,.,,,,,,ENSE00003812504,1,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641049,AL732372.2-224,havana,,1
1,havana,exon,504470,504933,.,-,.,,,,,,ENSE00003812143,2,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000641049,AL732372.2-224,havana,,1
1,havana,transcript,504865,522928,.,-,.,,1,,,,,,,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000642124,AL732372.2-225,havana,,1
1,havana,exon,522859,522928,.,-,.,,1,,,,ENSE00003814041,1,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000642124,AL732372.2-225,havana,,1
1,havana,exon,517185,517266,.,-,.,,1,,,,ENSE00003813543,2,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000642124,AL732372.2-225,havana,,1
1,havana,exon,514359,514423,.,-,.,,1,,,,ENSE00003812097,3,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000642124,AL732372.2-225,havana,,1
1,havana,exon,504865,505103,.,-,.,,1,,,,ENSE00003813395,4,1,transcribed_unprocessed_pseudogene,ENSG00000237094,AL732372.2,havana,12,,,,,,processed_transcript,ENST00000642124,AL732372.2-225,havana,,1
1,havana,gene,439870,440232,.,+,.,,,,,,,,,processed_pseudogene,ENSG00000269732,WBP1LP7,havana,1,,,,,,,,,,,
1,havana,transcript,439870,440232,.,+,.,,1,,,,,,,processed_pseudogene,ENSG00000269732,WBP1LP7,havana,1,,,,,,processed_pseudogene,ENST00000437905,WBP1LP7-201,havana,NA,2
1,havana,exon,439870,440232,.,+,.,,1,,,,ENSE00003220883,1,1,processed_pseudogene,ENSG00000269732,WBP1LP7,havana,1,,,,,,processed_pseudogene,ENST00000437905,WBP1LP7-201,havana,NA,2
1,ensembl_havana,gene,450703,451697,.,-,.,,,,,,,,,protein_coding,ENSG00000284733,OR4F29,ensembl_havana,1,,,,,,,,,,,
1,ensembl_havana,transcript,450703,451697,.,-,.,1,1,CCDS72675,,,,,,protein_coding,ENSG00000284733,OR4F29,ensembl_havana,1,,,,,,protein_coding,ENST00000426406,OR4F29-201,ensembl_havana,NA (assigned to previous version 2),3
1,ensembl_havana,exon,450703,451697,.,-,.,1,1,CCDS72675,,,ENSE00002316283,1,3,protein_coding,ENSG00000284733,OR4F29,ensembl_havana,1,,,,,,protein_coding,ENST00000426406,OR4F29-201,ensembl_havana,NA (assigned to previous version 2),3
1,ensembl_havana,CDS,450743,451678,.,-,0,1,1,CCDS72675,,,,1,,protein_coding,ENSG00000284733,OR4F29,ensembl_havana,1,,,ENSP00000409316,1,,protein_coding,ENST00000426406,OR4F29-201,ensembl_havana,NA (assigned to previous version 2),3
1,ensembl_havana,start_codon,451676,451678,.,-,0,1,1,CCDS72675,,,,1,,protein_coding,ENSG00000284733,OR4F29,ensembl_havana,1,,,,,,protein_coding,ENST00000426406,OR4F29-201,ensembl_havana,NA (assigned to previous version 2),3
1,ensembl_havana,stop_codon,450740,450742,.,-,0,1,1,CCDS72675,,,,1,,protein_coding,ENSG00000284733,OR4F29,ensembl_havana,1,,,,,,protein_coding,ENST00000426406,OR4F29-201,ensembl_havana,NA (assigned to previous version 2),3
1,ensembl_havana,five_prime_utr,451679,451697,.,-,.,1,1,CCDS72675,,,,,,protein_coding,ENSG00000284733,OR4F29,ensembl_havana,1,,,,,,protein_coding,ENST00000426406,OR4F29-201,ensembl_havana,NA (assigned to previous version 2),3
1,ensembl_havana,three_prime_utr,450703,450739,.,-,.,1,1,CCDS72675,,,,,,protein_coding,ENSG00000284733,OR4F29,ensembl_havana,1,,,,,,protein_coding,ENST00000426406,OR4F29-201,ensembl_havana,NA (assigned to previous version 2),3
1,havana,gene,487101,489906,.,+,.,,,,,,,,,processed_pseudogene,ENSG00000233653,CICP7,havana,3,,,,,,,,,,,
1,havana,transcript,487101,489906,.,+,.,,1,,,,,,,processed_pseudogene,ENSG00000233653,CICP7,havana,3,,,,,,processed_pseudogene,ENST00000432723,CICP7-201,havana,NA,3
1,havana,exon,487101,489387,.,+,.,,1,,,,ENSE00001705369,1,3,processed_pseudogene,ENSG00000233653,CICP7,havana,3,,,,,,processed_pseudogene,ENST00000432723,CICP7-201,havana,NA,3
1,havana,exon,489717,489906,.,+,.,,1,,,,ENSE00003569252,2,1,processed_pseudogene,ENSG00000233653,CICP7,havana,3,,,,,,processed_pseudogene,ENST00000432723,CICP7-201,havana,NA,3
1,havana,gene,491225,493241,.,-,.,,,,,,,,,unprocessed_pseudogene,ENSG00000250575,AL732372.3,havana,1,,,,,,,,,,,
1,havana,transcript,491225,493241,.,-,.,,1,,,,,,,unprocessed_pseudogene,ENSG00000250575,AL732372.3,havana,1,,,,,,unprocessed_pseudogene,ENST00000514436,AL732372.3-201,havana,NA,1
1,havana,exon,492768,493241,.,-,.,,1,,,,ENSE00002058739,1,1,unprocessed_pseudogene,ENSG00000250575,AL732372.3,havana,1,,,,,,unprocessed_pseudogene,ENST00000514436,AL732372.3-201,havana,NA,1
1,havana,exon,491225,491989,.,-,.,,1,,,,ENSE00002064640,2,1,unprocessed_pseudogene,ENSG00000250575,AL732372.3,havana,1,,,,,,unprocessed_pseudogene,ENST00000514436,AL732372.3-201,havana,NA,1
1,ensembl,gene,516376,516479,.,-,.,,,,,,,,,snRNA,ENSG00000278757,RF00026,ensembl,1,,,,,,,,,,,
1,ensembl,transcript,516376,516479,.,-,.,,1,,,,,,,snRNA,ENSG00000278757,RF00026,ensembl,1,,,,,,snRNA,ENST00000614007,RF00026.90-201,ensembl,NA,1
1,ensembl,exon,516376,516479,.,-,.,,1,,,,ENSE00003746310,1,1,snRNA,ENSG00000278757,RF00026,ensembl,1,,,,,,snRNA,ENST00000614007,RF00026.90-201,ensembl,NA,1
1,havana,gene,586071,827796,.,-,.,,,,,,,,,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,,,,,,
1,havana,transcript,586071,612813,.,-,.,,1,,,,,,,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000634833,AL669831.3-201,havana,5 (assigned to previous version 1),2
1,havana,exon,612741,612813,.,-,.,,1,,,,ENSE00003812707,1,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000634833,AL669831.3-201,havana,5 (assigned to previous version 1),2
1,havana,exon,607955,608056,.,-,.,,1,,,,ENSE00001718533,2,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000634833,AL669831.3-201,havana,5 (assigned to previous version 1),2
1,havana,exon,601398,601577,.,-,.,,1,,,,ENSE00003791521,3,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000634833,AL669831.3-201,havana,5 (assigned to previous version 1),2
1,havana,exon,594629,594756,.,-,.,,1,,,,ENSE00003785550,4,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000634833,AL669831.3-201,havana,5 (assigned to previous version 1),2
1,havana,exon,586821,586955,.,-,.,,1,,,,ENSE00001647781,5,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000634833,AL669831.3-201,havana,5 (assigned to previous version 1),2
1,havana,exon,586071,586358,.,-,.,,1,,,,ENSE00003785196,6,2,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000634833,AL669831.3-201,havana,5 (assigned to previous version 1),2
1,havana,transcript,586278,588453,.,-,.,,,,,,,,,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000417636,AL669831.3-202,havana,5 (assigned to previous version 1),2
1,havana,exon,588117,588453,.,-,.,,,,,,ENSE00001738702,1,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000417636,AL669831.3-202,havana,5 (assigned to previous version 1),2
1,havana,exon,586821,586955,.,-,.,,,,,,ENSE00001647781,2,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000417636,AL669831.3-202,havana,5 (assigned to previous version 1),2
1,havana,exon,586278,586358,.,-,.,,,,,,ENSE00001680902,3,2,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000417636,AL669831.3-202,havana,5 (assigned to previous version 1),2
1,havana,transcript,586945,720194,.,-,.,,,,,,,,,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000419394,AL669831.3-203,havana,5 (assigned to previous version 1),2
1,havana,exon,720032,720194,.,-,.,,,,,,ENSE00001595248,1,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000419394,AL669831.3-203,havana,5 (assigned to previous version 1),2
1,havana,exon,711711,711922,.,-,.,,,,,,ENSE00001696741,2,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000419394,AL669831.3-203,havana,5 (assigned to previous version 1),2
1,havana,exon,703685,703789,.,-,.,,,,,,ENSE00001671684,3,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000419394,AL669831.3-203,havana,5 (assigned to previous version 1),2
1,havana,exon,586945,586955,.,-,.,,,,,,ENSE00003813077,4,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000419394,AL669831.3-203,havana,5 (assigned to previous version 1),2
1,havana,transcript,594191,633129,.,-,.,,,,,,,,,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000440196,AL669831.3-204,havana,5 (assigned to previous version 2),3
1,havana,exon,633044,633129,.,-,.,,,,,,ENSE00003813529,1,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000440196,AL669831.3-204,havana,5 (assigned to previous version 2),3
1,havana,exon,628919,629006,.,-,.,,,,,,ENSE00003785487,2,2,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000440196,AL669831.3-204,havana,5 (assigned to previous version 2),3
1,havana,exon,607955,608056,.,-,.,,,,,,ENSE00001718533,3,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000440196,AL669831.3-204,havana,5 (assigned to previous version 2),3
1,havana,exon,601398,601577,.,-,.,,,,,,ENSE00003791521,4,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000440196,AL669831.3-204,havana,5 (assigned to previous version 2),3
1,havana,exon,594191,594756,.,-,.,,,,,,ENSE00001752275,5,3,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000440196,AL669831.3-204,havana,5 (assigned to previous version 2),3
1,havana,transcript,594198,631204,.,-,.,,,,,,,,,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000641296,AL669831.3-205,havana,,1
1,havana,exon,631131,631204,.,-,.,,,,,,ENSE00003812400,1,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000641296,AL669831.3-205,havana,,1
1,havana,exon,628919,629006,.,-,.,,,,,,ENSE00003785487,2,2,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000641296,AL669831.3-205,havana,,1
1,havana,exon,612741,612864,.,-,.,,,,,,ENSE00003811489,3,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000641296,AL669831.3-205,havana,,1
1,havana,exon,607955,608056,.,-,.,,,,,,ENSE00001718533,4,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000641296,AL669831.3-205,havana,,1
1,havana,exon,601398,601577,.,-,.,,,,,,ENSE00003791521,5,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000641296,AL669831.3-205,havana,,1
1,havana,exon,594198,594756,.,-,.,,,,,,ENSE00001652759,6,3,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000641296,AL669831.3-205,havana,,1
1,havana,transcript,594308,598551,.,-,.,,,,,,,,,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000357876,AL669831.3-206,havana,5 (assigned to previous version 5),6
1,havana,exon,597299,598551,.,-,.,,,,,,ENSE00001651821,1,3,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000357876,AL669831.3-206,havana,5 (assigned to previous version 5),6
1,havana,exon,594308,594756,.,-,.,,,,,,ENSE00003788434,2,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000357876,AL669831.3-206,havana,5 (assigned to previous version 5),6
1,havana,transcript,594308,827769,.,-,.,,,,,,,,,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000635509,AL669831.3-207,havana,5 (assigned to previous version 1),2
1,havana,exon,827670,827769,.,-,.,,,,,,ENSE00003786980,1,2,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000635509,AL669831.3-207,havana,5 (assigned to previous version 1),2
1,havana,exon,711711,711922,.,-,.,,,,,,ENSE00001696741,2,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000635509,AL669831.3-207,havana,5 (assigned to previous version 1),2
1,havana,exon,601398,601577,.,-,.,,,,,,ENSE00003791521,3,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000635509,AL669831.3-207,havana,5 (assigned to previous version 1),2
1,havana,exon,594308,594756,.,-,.,,,,,,ENSE00003788434,4,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000635509,AL669831.3-207,havana,5 (assigned to previous version 1),2
1,havana,transcript,594308,827796,.,-,.,,1,,,,,,,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000634337,AL669831.3-208,havana,5 (assigned to previous version 1),2
1,havana,exon,827670,827796,.,-,.,,1,,,,ENSE00003786823,1,2,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000634337,AL669831.3-208,havana,5 (assigned to previous version 1),2
1,havana,exon,698927,698959,.,-,.,,1,,,,ENSE00003786098,2,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000634337,AL669831.3-208,havana,5 (assigned to previous version 1),2
1,havana,exon,607955,608056,.,-,.,,1,,,,ENSE00001718533,3,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000634337,AL669831.3-208,havana,5 (assigned to previous version 1),2
1,havana,exon,601398,601577,.,-,.,,1,,,,ENSE00003791521,4,1,transcribed_processed_pseudogene,ENSG00000230021,AL669831.3,havana,9,,,,,,processed_transcript,ENST00000634337,AL669831.3-208,havana,5 (assigned to previous version 1),2
